,Name,Year,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
1557,Twelve Monkeys,1995,8.0,"597,021","Mystery, Sci-Fi, Thriller",129 ,Film,R,-,Mild,Moderate,Moderate,None,Moderate
1558,Moonraker,1979,6.3,"95,957","Action, Adventure, Sci-Fi",126 ,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
1559,The Curious Case of Benjamin Button,2008,7.8,"615,830","Drama, Fantasy, Romance",166 ,Film,PG-13,-,Moderate,Mild,Mild,Mild,Mild
1560,Major Crimes,2008,7.7,"13,076","Action, Crime, Drama",43 ,Series,Not Rated,105,None,Severe,Mild,Severe,Severe
1561,Hauru no ugoku shiro,2004,8.2,"359,403","Animation, Adventure, Family",119 ,Film,PG,-,None,Mild,None,Mild,Mild
1562,Strike Back,2004,8.2,"30,458","Action, Drama, Thriller",45 ,Series,TV-MA,77,Severe,Severe,Severe,Mild,Moderate
1563,The Thing,2011,6.2,"126,787","Horror, Mystery, Sci-Fi",103 ,Film,R,-,None,Severe,Severe,Mild,Severe
1564,Remember the Titans,2000,7.8,"205,427","Biography, Drama, Sport",113 ,Film,PG,-,None,Mild,Mild,None,Mild
1565,Casablanca,1942,8.5,"544,369","Drama, Romance, War",102 ,Film,PG,-,None,Mild,None,Mild,Mild
1566,The Neon Demon,2016,6.2,"89,746","Horror, Thriller",117 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1567,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,6.6,"52,432","Comedy, Crime",89 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Mild
1568,Carlito's Way,1993,7.9,"209,010","Crime, Drama, Thriller",144 ,Film,R,-,Moderate,Severe,Severe,Severe,Severe
1569,Argo,2012,7.7,"591,671","Biography, Drama, Thriller",120 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
1570,Ad Astra,2019,6.5,"215,183","Adventure, Drama, Mystery",123 ,Film,PG-13,-,None,Moderate,Mild,None,Moderate
1571,Tropic Thunder,2008,7.0,"395,461","Action, Comedy, War",107 ,Film,R,-,Mild,Severe,Severe,Moderate,Mild
1572,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,"379,614","Adventure, Family, Fantasy",143 ,Film,PG,-,None,Moderate,None,None,Moderate
1573,Happy Days,2005,7.4,"17,491","Comedy, Family, Music",30 ,Series,TV-G,255,None,Mild,None,Mild,None
1574,The Talented Mr. Ripley,1999,7.4,"196,652","Crime, Drama, Thriller",139 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
1575,Sherlock Holmes,2009,7.6,"604,389","Action, Adventure, Mystery",128 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1576,Sound of Metal,2019,7.8,"106,794","Drama, Music",120 ,Film,R,-,Mild,Mild,Moderate,Mild,Mild
1577,Rocky,1976,8.1,"541,409","Drama, Sport",120 ,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
1578,Sleepy Hollow,1976,7.4,"58,949","Action, Adventure, Crime",45 ,Series,TV-14,62,None,Mild,Mild,Mild,Moderate
1579,The Great North,1976,6.5,"2,265","Animation, Comedy",21 ,Series,TV-14,18,None,Mild,Mild,Mild,None
1580,Shaun of the Dead,2004,7.9,"532,099","Comedy, Horror",99 ,Film,R,-,Mild,Severe,Severe,Moderate,Moderate
1581,Apocalypto,2006,7.8,"300,439","Action, Adventure, Drama",139 ,Film,R,-,Moderate,Severe,Mild,None,Severe
1582,They Live,1988,7.3,"120,731","Action, Sci-Fi, Thriller",94 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
1583,The Old Guard,2020,6.7,"146,923","Action, Adventure, Fantasy",125 ,Film,R,-,None,Severe,Moderate,Mild,Moderate
1584,Scary Movie 3,2003,5.5,"142,190",Comedy,84 ,Film,PG-13,-,Mild,Moderate,Moderate,Moderate,Moderate
1585,Star Trek Beyond,2016,7.0,"237,263","Action, Adventure, Sci-Fi",122 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
1586,Hook,1991,6.8,"243,446","Adventure, Comedy, Family",142 ,Film,PG,-,None,Mild,Mild,Mild,Mild
1587,The Poseidon Adventure,1972,7.1,"42,951","Action, Adventure, Drama",117 ,Film,PG,-,Mild,Mild,Mild,Mild,Moderate
1588,The Man with the Golden Gun,1974,6.7,"100,656","Action, Adventure, Thriller",125 ,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
1589,Dumb and Dumber,1994,7.3,"367,326",Comedy,107 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
1592,Kurulus: Osman,1994,7.9,"6,737","Action, Adventure, Drama",120 ,Series,TV-14,66,None,Mild,None,None,Moderate
1593,Empire,1994,7.3,"38,429","Drama, Music",42 ,Series,TV-14,103,Mild,Moderate,Moderate,Severe,Moderate
1594,The OA,1994,7.8,"96,940","Drama, Fantasy, Mystery",60 ,Series,TV-MA,16,Moderate,Moderate,Moderate,Mild,Moderate
1595,Fear Street: 1666,2021,6.6,"40,835","Horror, Mystery",114 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
1596,Mama,2013,6.2,"174,744","Fantasy, Horror, Thriller",100 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Severe
1597,Species,1995,5.8,"78,028","Action, Horror, Sci-Fi",108 ,Film,R,-,Severe,Severe,Moderate,Mild,Moderate
1598,Bill & Ted Face the Music,2020,6.0,"40,803","Adventure, Comedy, Music",91 ,Film,PG-13,-,None,Mild,Mild,Mild,Mild
1599,The Fly,1986,7.6,"168,792","Drama, Horror, Sci-Fi",96 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1600,Misery,1990,7.8,"196,022","Drama, Thriller",107 ,Film,R,-,None,Severe,Moderate,Mild,Severe
1602,Star Wars: Episode V - The Empire Strikes Back,1980,8.7,"1,208,700","Action, Adventure, Fantasy",124 ,Film,PG,-,None,Mild,None,None,Moderate
1603,EuroTrip,2004,6.6,"203,298",Comedy,92 ,Film,R,-,Severe,Mild,Severe,Moderate,None
1604,The Ballad of Buster Scruggs,2018,7.3,"133,890","Comedy, Drama, Musical",133 ,Film,R,-,Mild,Severe,Mild,Mild,Moderate
1605,Jackie Brown,1997,7.5,"331,875","Crime, Drama, Thriller",154 ,Film,R,-,Mild,Moderate,Severe,Moderate,Mild
1606,Indiana Jones and the Last Crusade,1989,8.2,"719,054","Action, Adventure",127 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1607,Equinox,1989,6.1,"5,815","Drama, Fantasy, Mystery",43 ,Series,TV-MA,6,Moderate,Mild,Mild,Mild,Moderate
1608,CSI: NY,1989,6.9,"45,169","Action, Crime, Drama",43 ,Series,TV-14,197,Moderate,Moderate,Mild,Moderate,Moderate
1609,Gran Torino,2008,8.1,"743,655",Drama,116 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
1610,The Lincoln Lawyer,2011,7.3,"225,616","Crime, Drama, Mystery",118 ,Film,R,-,Mild,Moderate,Moderate,Moderate,Moderate
1611,The Call,2013,6.7,"117,346","Crime, Drama, Horror",96 ,Film,R,-,Mild,Moderate,Moderate,Mild,Severe
1612,Vivarium,2019,5.8,"48,110","Comedy, Horror, Mystery",97 ,Film,R,-,Mild,Mild,Moderate,Mild,Moderate
1613,Batman Forever,1995,5.4,"241,869","Action, Adventure",121 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
1614,Angel,1983,5.8,"3,312","Action, Crime, Thriller",94 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
1615,Shameless,1983,8.0,"15,938","Comedy, Crime, Drama",90 ,Series,TV-MA,139,Severe,Moderate,Severe,Severe,Moderate
1616,Inside Out,2015,8.1,"656,257","Animation, Adventure, Comedy",95 ,Film,PG,-,None,Mild,None,None,Mild
1617,Toy Story,1995,8.3,"929,761","Animation, Adventure, Comedy",81 ,Film,G,-,None,Mild,None,None,Mild
1618,My Name Is Earl,1995,7.7,"98,994",Comedy,22 ,Series,TV-PG,96,Mild,Mild,Moderate,Moderate,None
1619,Willy Wonka & the Chocolate Factory,1971,7.8,"188,998","Family, Fantasy, Musical",100 ,Film,G,-,None,Mild,None,Mild,Moderate
1620,Shrek,2001,7.9,"640,174","Animation, Adventure, Comedy",90 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
1621,Child's Play,2019,5.7,"48,427","Drama, Horror, Sci-Fi",90 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
1622,Battle of Britain,1969,7.0,"21,788","Action, Drama, History",132 ,Film,G,-,Mild,Mild,Mild,Mild,Mild
1623,Quantum Leap,1969,8.1,"28,234","Action, Adventure, Drama",60 ,Series,TV-PG,97,None,Mild,Mild,Mild,Mild
1624,30 Days of Night,2007,6.6,"170,844","Action, Horror, Thriller",113 ,Film,R,-,None,Severe,Moderate,Mild,Severe
1625,Bewitched,2007,7.6,"19,620","Comedy, Family, Fantasy",25 ,Series,TV-G,254,None,Mild,None,Mild,None
1626,Star Wars: Rebels,2007,8.0,"36,173","Animation, Action, Adventure",22 ,Series,TV-Y7-FV,77,None,Mild,None,Mild,Mild
1627,Le fabuleux destin d'Amélie Poulain,2001,8.3,"726,634","Comedy, Romance",122 ,Film,R,-,Moderate,Mild,None,Mild,None
1628,Rush,2013,8.1,"453,966","Action, Biography, Drama",123 ,Film,R,-,Moderate,Mild,Moderate,Moderate,Mild
1629,The Lodge,2019,6.1,"39,203","Drama, Horror, Mystery",108 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
1630,The Hobbit: The Desolation of Smaug,2013,7.8,"623,382","Adventure, Fantasy",161 ,Film,PG-13,-,None,Moderate,None,Mild,Moderate
1631,Bird Box,2018,6.6,"305,699","Horror, Sci-Fi",124 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
1632,Lost in Translation,2003,7.7,"433,884","Comedy, Drama",102 ,Film,R,-,Moderate,None,Mild,Mild,None
1633,Oldboy,2013,5.7,"72,145","Action, Drama, Mystery",104 ,Film,R,-,Severe,Severe,Severe,Moderate,Severe
1634,Marriage Story,2019,7.9,"274,621","Comedy, Drama, Romance",137 ,Film,R,-,Mild,Mild,Moderate,Mild,Mild
1635,Annabelle,2014,5.4,"150,583","Horror, Mystery, Thriller",99 ,Film,R,-,None,Moderate,None,Mild,Severe
1636,The Core,2003,5.5,"96,461","Action, Adventure, Sci-Fi",135 ,Film,PG-13,-,None,Mild,Mild,Mild,Mild
1637,War of the Worlds,2005,6.5,"430,010","Action, Adventure, Sci-Fi",116 ,Film,PG-13,-,None,Moderate,Moderate,None,Moderate
1638,Amadeus,1984,8.3,"383,251","Biography, Drama, Music",160 ,Film,PG,-,Moderate,Mild,Moderate,Moderate,Mild
1639,Iron Man 2,2010,7.0,"760,751","Action, Adventure, Sci-Fi",124 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1641,The Incredibles,2004,8.0,"682,900","Animation, Action, Adventure",115 ,Film,PG,-,Mild,Mild,None,Mild,Mild
1642,Warehouse 13,2004,7.6,"49,896","Drama, Mystery, Sci-Fi",43 ,Series,TV-14,64,Mild,Mild,Mild,Mild,Mild
1643,The Rock,1996,7.4,"324,001","Action, Adventure, Thriller",136 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
1644,Total Recall,2012,6.2,"246,904","Action, Adventure, Sci-Fi",118 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild
1645,As Good as It Gets,1997,7.7,"287,861","Comedy, Drama, Romance",139 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild
1646,A Series of Unfortunate Events,2004,6.8,"202,138","Adventure, Comedy, Family",108 ,Film,PG,-,None,Mild,Mild,None,Moderate
1647,Kids,1995,7.1,"76,008",Drama,91 ,Film,NC-17,-,Severe,Moderate,Severe,Severe,Severe
1648,The Return of the Living Dead,1985,7.3,"57,990","Comedy, Horror, Sci-Fi",91 ,Film,R,-,Moderate,Severe,Severe,Mild,Moderate
1649,Gokseong,2016,7.5,"60,126","Horror, Mystery, Thriller",156 ,Film,TV-MA,-,Mild,Severe,Severe,Mild,Severe
1650,Serendipity,2001,6.9,"108,101","Comedy, Romance",90 ,Film,PG-13,-,Mild,None,Mild,Mild,None
1651,Passengers,2016,7.0,"373,855","Drama, Romance, Sci-Fi",116 ,Film,PG-13,-,Moderate,Mild,Mild,Mild,Mild
1652,Taken,2008,7.8,"581,691","Action, Crime, Thriller",90 ,Film,PG-13,-,Moderate,Severe,Moderate,Moderate,Severe
1653,Willow,1988,7.3,"107,126","Action, Adventure, Drama",126 ,Film,PG,-,None,Mild,Mild,Mild,Moderate
1654,L.A. Confidential,1997,8.2,"553,012","Crime, Drama, Mystery",138 ,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
1655,Magnolia,1999,8.0,"300,439",Drama,188 ,Film,R,-,Moderate,Moderate,Severe,Severe,Moderate
1656,Outlander,2008,6.2,"73,674","Action, Adventure, Sci-Fi",115 ,Film,R,-,None,Severe,Mild,Mild,Severe
1657,Greyhound,2020,7.0,"84,102","Action, Drama, History",91 ,Film,PG-13,-,None,Moderate,Mild,None,Moderate
1658,Ragnarok,2020,7.5,"33,175","Action, Drama, Fantasy",45 ,Series,TV-MA,12,Mild,Moderate,Mild,Mild,Mild
1659,Fauda,2020,8.2,"23,379","Action, Drama, Thriller",60 ,Series,TV-MA,36,Mild,Moderate,Moderate,Moderate,Severe
1660,Weeds,2020,7.9,"105,469","Comedy, Crime, Drama",28 ,Series,TV-MA,102,Severe,Moderate,Severe,Severe,Moderate
1661,The Proposal,2009,6.7,"308,063","Comedy, Drama, Romance",108 ,Film,PG-13,-,Mild,Mild,Mild,Mild,None
1662,Zola,2020,6.5,"6,919","Comedy, Crime, Drama",86 ,Film,R,-,Severe,Moderate,Severe,Moderate,Moderate
1663,Cloverfield,2008,7.0,"383,963","Action, Horror, Sci-Fi",85 ,Film,PG-13,-,Mild,Severe,Moderate,Mild,Severe
1664,Caligola,1979,5.3,"34,819","Drama, History",156 ,Film,Unrated,-,Severe,Severe,Mild,Moderate,Severe
1665,Wrong Turn,2003,6.1,"115,181","Horror, Thriller",84 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
1666,X-Men: Apocalypse,2016,6.9,"410,800","Action, Adventure, Sci-Fi",144 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1668,Disobedience,2017,6.6,"28,338","Drama, Romance",114 ,Film,R,-,Moderate,None,Mild,Mild,None
1669,Portrait de la jeune fille en feu,2019,8.1,"78,115","Drama, Romance",122 ,Film,R,-,Moderate,None,None,Mild,None
1670,Austin Powers: International Man of Mystery,1997,7.0,"230,466","Adventure, Comedy",94 ,Film,PG-13,-,Moderate,Mild,Mild,Mild,None
1672,The Outpost,2019,6.8,"28,521","Action, Drama, History",123 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
1673,Rosemary's Baby,1968,8.0,"204,396","Drama, Horror",137 ,Film,Approved,-,Moderate,Moderate,Mild,Mild,Severe
1675,The Middle,1968,7.6,"47,282",Comedy,22 ,Series,TV-PG,215,None,None,Mild,Mild,None
1676,Legends of the Fall,1994,7.5,"156,985","Drama, Romance, War",133 ,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
1677,Live Free or Die Hard,2007,7.1,"397,082","Action, Thriller",128 ,Film,PG-13,-,Mild,Moderate,Moderate,None,Moderate
1678,Airplane!,1980,7.7,"225,206",Comedy,88 ,Film,PG,-,Moderate,Mild,Mild,Mild,None
1679,Solo: A Star Wars Story,2018,6.9,"314,084","Action, Adventure, Sci-Fi",135 ,Film,PG-13,-,None,Mild,Mild,Mild,Mild
1680,Beautiful Boy,2018,7.3,"62,834","Biography, Drama",120 ,Film,R,-,Mild,Mild,Moderate,Severe,Moderate
1681,The Purge,2013,5.7,"213,186","Horror, Sci-Fi, Thriller",85 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
1682,White Chicks,2004,5.7,"137,894","Comedy, Crime",109 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
1683,Elysium,2013,6.6,"432,136","Action, Drama, Sci-Fi",109 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
1684,The Dig,2021,7.1,"64,803","Biography, Drama, History",112 ,Film,PG-13,-,Mild,None,None,Mild,Mild
1685,The Crow,1994,7.6,"173,720","Action, Drama, Fantasy",102 ,Film,R,-,Moderate,Severe,Severe,Severe,Severe
1686,Scissor Seven,1994,8.3,"1,958","Animation, Action",13 ,Series,TV-14,34,Mild,Moderate,Mild,None,Mild
1687,The Nun,2018,5.3,"130,587","Horror, Mystery, Thriller",96 ,Film,R,-,None,Severe,Mild,None,Severe
1688,Dirty Dancing,1987,7.0,"215,569","Drama, Music, Romance",100 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
1689,Twister,1996,6.4,"187,329","Action, Adventure, Thriller",113 ,Film,PG-13,-,None,Mild,Moderate,None,Moderate
1690,Anchorman: The Legend of Ron Burgundy,2004,7.2,"340,907",Comedy,94 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
1691,Bloodline,2004,7.9,"47,445","Drama, Thriller",60 ,Series,TV-MA,33,Moderate,Moderate,Severe,Severe,Mild
1692,Swallow,2019,6.5,"19,951","Drama, Mystery, Thriller",94 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
1693,Mamma Mia!,2008,6.4,"228,290","Comedy, Musical, Romance",108 ,Film,PG-13,-,Mild,None,Mild,Mild,None
1694,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3,"354,603","Drama, Horror, Musical",116 ,Film,R,-,Mild,Severe,Mild,Mild,Severe
1695,Hugo,2011,7.5,"313,623","Drama, Family, Fantasy",126 ,Film,PG,-,None,Mild,None,Mild,Mild
1696,The Hitman's Bodyguard,2017,6.9,"213,663","Action, Comedy, Crime",118 ,Film,R,-,Mild,Severe,Severe,Mild,Mild
1697,Gangs of New York,2002,7.5,"421,450","Crime, Drama",167 ,Film,R,-,Severe,Severe,Moderate,Moderate,Moderate
1699,Eureka,2021,7.9,"50,569","Adventure, Comedy, Drama",60 ,Series,TV-14,77,Mild,Mild,None,Mild,Mild
1700,Gone with the Wind,1939,8.1,"302,134","Drama, History, Romance",238 ,Film,Passed,-,Mild,Moderate,None,Mild,Moderate
1701,Wonder,2017,8.0,"153,566","Drama, Family",113 ,Film,PG,-,None,Mild,Mild,Mild,Mild
1702,Scary Movie 2,2001,5.3,"155,206",Comedy,83 ,Film,R,-,Severe,Moderate,Severe,Moderate,Mild
1703,Evil Dead II,1987,7.7,"154,865","Comedy, Horror",84 ,Film,R,-,Mild,Severe,Moderate,None,Moderate
1704,Ugly Betty,1987,6.6,"41,981","Comedy, Drama, Romance",60 ,Series,TV-PG,85,Mild,Mild,Moderate,Mild,Mild
1705,The Hunger Games: Mockingjay - Part 2,2015,6.6,"303,629","Action, Adventure, Sci-Fi",137 ,Film,PG-13,-,None,Moderate,None,Mild,Moderate
1706,Men in Black II,2002,6.2,"356,862","Action, Adventure, Comedy",88 ,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Mild
1707,Let Him Go,2020,6.7,"21,185","Crime, Drama, Thriller",113 ,Film,R,-,None,Severe,Mild,Mild,Moderate
1708,ParaNorman,2012,7.0,"98,315","Animation, Adventure, Comedy",92 ,Film,PG,-,Mild,Moderate,Mild,None,Moderate
1709,The Witches,1990,6.9,"47,061","Adventure, Comedy, Family",91 ,Film,PG,-,None,Moderate,Mild,Mild,Moderate
1710,Jupiter's Legacy,2021,6.7,"34,304","Action, Adventure, Drama",56 ,Series,TV-MA,8,Mild,Severe,Moderate,Moderate,Moderate
1711,Friday the 13th: The Final Chapter,1984,6.0,"48,870","Horror, Thriller",91 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
1712,Friday,1995,7.3,"106,057","Comedy, Drama",91 ,Film,R,-,Mild,Mild,Severe,Severe,Mild
1713,Daman akeseo guhasoseo,2020,6.8,"3,463","Action, Crime, Thriller",108 ,Film,Not Rated,-,None,Moderate,Mild,Moderate,Mild
1714,Boston Legal,2020,8.4,"44,360","Comedy, Crime, Drama",44 ,Series,TV-14,101,Mild,Mild,Mild,Mild,Mild
1715,The Favourite,2018,7.5,"185,686","Biography, Comedy, Drama",119 ,Film,R,-,Moderate,Mild,Moderate,Mild,Mild
1716,The Predator,2018,5.3,"122,994","Action, Adventure, Sci-Fi",107 ,Film,R,-,Mild,Severe,Severe,Mild,Moderate
1718,What's Your Number?,2011,6.1,"75,713","Comedy, Romance",106 ,Film,R,-,Moderate,None,Moderate,Mild,None
1719,Saint Maud,2019,6.7,"26,259","Drama, Horror, Thriller",84 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1720,Them,2019,7.3,"16,063","Drama, Horror, Thriller",45 ,Series,TV-MA,11,Mild,Severe,Severe,Moderate,Severe
1721,Spring Breakers,2012,5.3,"139,175","Crime, Drama",94 ,Film,R,-,Severe,Severe,Severe,Severe,Moderate
1722,X: First Class,2011,7.7,"664,240","Action, Adventure, Sci-Fi",131 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
1723,High School DxD,2011,7.6,"8,609","Animation, Action, Comedy",23 ,Series,TV-MA,59,Severe,Moderate,Moderate,None,Moderate
1724,Waterworld,1995,6.2,"188,683","Action, Adventure, Sci-Fi",135 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1725,The Unholy,2021,5.1,"14,717","Drama, Horror, Mystery",99 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Severe
1727,A Time to Kill,1996,7.5,"141,034","Crime, Drama, Thriller",149 ,Film,R,-,Mild,Moderate,Moderate,Mild,Severe
1728,In the Earth,2021,5.2,"4,976","Horror, Sci-Fi, Thriller",107 ,Film,R,-,None,Severe,Moderate,Moderate,Severe
1729,The Master,2012,7.2,"163,770",Drama,138 ,Film,R,-,Severe,Mild,Severe,Severe,Moderate
1730,21 Bridges,2019,6.6,"58,358","Action, Crime, Thriller",99 ,Film,R,-,None,Severe,Severe,Moderate,Moderate
1731,Ghostbusters II,1989,6.6,"190,768","Action, Comedy, Fantasy",108 ,Film,PG,-,Mild,Mild,Mild,Mild,Moderate
1732,12 Years a Slave,2013,8.1,"666,564","Biography, Drama, History",134 ,Film,R,-,Severe,Severe,Severe,Mild,Severe
1733,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,"677,451","Action, Adventure, Fantasy",151 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1734,Ash vs Evil Dead,2006,8.4,"68,360","Action, Comedy, Horror",30 ,Series,TV-MA,30,Moderate,Severe,Severe,Moderate,Severe
1735,Pain & Gain,2013,6.4,"208,308","Action, Comedy, Crime",129 ,Film,R,-,Severe,Severe,Severe,Severe,Severe
1736,iCarly,2013,6.8,"3,149","Comedy, Drama, Romance",26 ,Series,TV-PG,15,Mild,None,Mild,Mild,None
1737,Hot Fuzz,2007,7.8,"483,256","Action, Comedy, Mystery",121 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
1738,Bumblebee,2018,6.7,"151,586","Action, Adventure, Sci-Fi",114 ,Film,PG-13,-,None,Moderate,Mild,None,Mild
1739,Rent,2005,6.9,"50,204","Drama, Musical, Romance",135 ,Film,PG-13,-,Moderate,Mild,Moderate,Severe,Mild
1740,"Crazy, Stupid, Love.",2011,7.4,"493,130","Comedy, Drama, Romance",118 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
1741,Russian Doll,2011,7.8,"75,247","Adventure, Comedy, Drama",30 ,Series,TV-MA,16,Mild,Moderate,Severe,Severe,Mild
1742,Crash,2004,7.7,"427,802","Crime, Drama, Thriller",112 ,Film,R,-,Moderate,Moderate,Severe,Mild,Moderate
1746,Star Wars: Episode VI - Return of the Jedi,1983,8.3,"989,037","Action, Adventure, Fantasy",131 ,Film,PG,-,Mild,Mild,None,Mild,Mild
1747,The Sound of Music,1965,8.0,"216,528","Biography, Drama, Family",172 ,Film,G,-,None,None,None,Mild,Mild
1751,De slag om de Schelde,2020,7.3,"6,180","Drama, War",124 ,Film,TV-MA,-,None,Severe,Mild,Mild,Severe
1752,Hercules,1997,7.3,"216,531","Animation, Adventure, Comedy",93 ,Film,G,-,None,Mild,None,Mild,Mild
1753,Wedding Crashers,2005,6.9,"342,572","Comedy, Romance",119 ,Film,R,-,Severe,Mild,Moderate,Mild,None
1754,Bluey,2005,9.6,"4,110","Animation, Family",7 ,Series,TV-Y,147,None,None,None,None,None
1755,Lo imposible,2012,7.6,"212,000","Drama, History, Thriller",114 ,Film,PG-13,-,Mild,Severe,Mild,None,Severe
1756,Fifty Shades Darker,2017,4.6,"96,766","Drama, Romance",118 ,Film,R,-,Severe,Mild,Moderate,Mild,Mild
1757,Victorious,2017,6.9,"22,515","Comedy, Drama, Family",30 ,Series,TV-G,57,Mild,Mild,Mild,None,Mild
1758,The Mule,2018,7.0,"126,843","Crime, Drama, Thriller",116 ,Film,R,-,Moderate,Mild,Moderate,Moderate,Mild
1759,Freaks and Geeks,2018,8.7,"135,407","Comedy, Drama",44 ,Series,TV-14,18,Mild,Mild,Mild,Moderate,Mild
1760,Afterlife of the Party,2021,5.8,"5,989","Comedy, Drama, Fantasy",109 ,Film,TV-PG,-,None,None,None,Mild,None
1761,Barb and Star Go to Vista Del Mar,2021,6.4,"13,047",Comedy,107 ,Film,PG-13,-,Mild,Mild,Mild,Moderate,None
1762,Bride of Chucky,1998,5.4,"55,353","Comedy, Horror",89 ,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
1763,Madam Secretary,1998,7.6,"21,294","Drama, Thriller",45 ,Series,TV-PG,120,None,Mild,Mild,Mild,Mild
1765,Overlord,2018,6.6,"93,304","Action, Horror, Sci-Fi",110 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
1767,Hotel Transylvania 3: Summer Vacation,2018,6.3,"64,404","Animation, Adventure, Comedy",97 ,Film,PG,-,None,Mild,None,None,Mild
1768,The Hunger Games: Mockingjay - Part 1,2014,6.6,"431,328","Action, Adventure, Sci-Fi",123 ,Film,PG-13,-,None,Moderate,None,None,Mild
1769,Trailer Park Boys,2014,8.5,"39,663","Comedy, Crime",30 ,Series,TV-MA,106,Moderate,Mild,Severe,Severe,Mild
1770,13 Going on 30,2004,6.2,"177,951","Comedy, Fantasy, Romance",98 ,Film,PG-13,-,Mild,None,Mild,Mild,None
1771,Kick-Ass,2010,7.6,"541,047","Action, Comedy, Crime",117 ,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
1772,The Girl on the Train,2016,6.5,"178,952","Crime, Drama, Mystery",112 ,Film,R,-,Severe,Moderate,Severe,Moderate,Moderate
1774,Physical,2016,7.3,"5,631","Comedy, Drama",30 ,Series,TV-MA,10,Mild,None,Severe,Mild,None
1775,House of 1000 Corpses,2003,6.1,"82,053",Horror,89 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
1776,Without Remorse,2021,5.8,"49,591","Action, Thriller, War",109 ,Film,R,-,None,Moderate,Mild,Mild,Moderate
1779,The King of Staten Island,2020,7.1,"53,382","Comedy, Drama",136 ,Film,R,-,Mild,Mild,Severe,Moderate,Mild
